dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e17	GH13_28:6	-	sucrose	290	fig|2005473.105.peg.638	476	6.2e-178	1	290	44	332	0.996551724138
CE7_e10	CE7:100	-	-	299	fig|2005473.105.peg.65	438	3.9e-99	1	299	134	430	0.996655518395
GH23_e461	GH23:8	-	-	132	fig|2005473.105.peg.667	316	7.6e-78	2	132	90	220	0.984848484848
GT2	GT2:65	-	-	132	fig|2005473.105.peg.68	438	5.5e-64	1	132	195	326	0.992424242424
GH43_e235	GH43_5:8	3.2.1.-:1	xylan	303	fig|2005473.105.peg.699	353	2.3e-149	1	302	41	350	0.993399339934
CBM48_e31	CBM48:153|GH13:152	-	glycogen	83	fig|2005473.105.peg.738	927	9.8e-21	5	83	256	336	0.939759036145
GH13_e156	GH13:242|CBM48:233|GH13_30:1	-	sucrose	313	fig|2005473.105.peg.738	927	3.3e-106	4	312	410	722	0.984025559105
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-galactan	607	fig|2005473.105.peg.765	811	4.4e-277	2	607	26	624	0.996705107084
GT2	GT2:60	-	-	266	fig|2005473.105.peg.796	332	4.8e-113	1	265	6	271	0.992481203008
GT3_e2	GT3:273|GT35:70	-	-	338	fig|2005473.105.peg.829	550	4.3e-146	1	337	14	350	0.994082840237
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	fig|2005473.105.peg.830	852	1.6e-231	1	530	126	656	0.996233521657
GH35_e44	GH35:96	-	-	181	fig|2005473.105.peg.846	565	2.3e-84	2	180	36	213	0.983425414365
CE20_e6	CE20:16	-	-	232	fig|2005473.105.peg.847	571	5.1e-79	2	232	112	563	0.991379310345
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	fig|2005473.105.peg.849	386	7.8e-156	1	337	34	368	0.985337243402
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	fig|2005473.105.peg.850	327	1.8e-149	1	310	7	317	0.996774193548
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan, xylan	668	fig|2005473.105.peg.851	673	6e-284	83	667	71	638	0.874251497006
GT2	GT2:19	-	-	139	fig|2005473.105.peg.864	311	1.1e-63	2	134	11	144	0.94964028777
GT4_e887	GT4:26	-	-	150	fig|2005473.105.peg.875	401	4.6e-62	1	149	220	367	0.986666666667
GH43_e163	GH43_10:36|GH43_19:1	-	-	216	fig|2005473.105.peg.903	697	8.8e-108	1	215	41	256	0.990740740741
CBM91_e37	CBM91:51|GH43_10:51	-	xylan	186	fig|2005473.105.peg.903	697	1.7e-83	1	186	367	552	0.994623655914
CBM50_e871	CBM50:7	-	chitin, peptidoglycan	41	fig|2005473.105.peg.931	617	6e-22	1	41	43	83	0.975609756098
CBM50_e871	CBM50:7	-	chitin, peptidoglycan	41	fig|2005473.105.peg.931	617	1.3e-21	1	41	117	157	0.975609756098
GT2	GT2:16	-	-	181	fig|2005473.105.peg.937	265	2.4e-66	1	181	9	187	0.994475138122
GT2	GT2:11	-	-	137	fig|2005473.105.peg.938	311	4.8e-48	1	135	9	137	0.978102189781
GT2	GT2:308	-	-	168	fig|2005473.105.peg.953	316	3.2e-70	1	167	9	175	0.988095238095
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	sucrose, starch	375	fig|2005473.105.peg.964	572	5e-166	1	374	23	386	0.994666666667
GH43_e238	GH43_17:61|GH43_19:15|GH43:1	-	-	266	fig|2005473.105.peg.966	331	6.2e-143	2	265	38	301	0.988721804511
